Sl.No,Meter No,RFID,X Coordinate,Y Coordinate,METER_ADDRESS,Pipe size
344,PMC1518018985,10130332563,18.5860444,73.8623527,1013-033-2563,15
345,PMC1518018987,10130332565,18.586200100000003,73.8624422,1013-033-2565,15
346,PMC1519033736,10110694049,18.5864874,73.86242309999999,1011-069-4049,15
347,PMC1519033756,10110694069,18.587194,73.862219,1011-069-4069,15
348,PMC1518019039,10130332617,18.587542000000003,73.86219,1013-033-2617,15
349,PMC1518019079,10130332657,18.585982100000003,73.8623818,1013-033-2657,15
350,PMC1519033757,10110694070,18.58553,73.862466,1011-069-4070,15
351,PMC1519033754,10110694067,18.5859074,73.8623818,1011-069-4067,15
352,PMC1518019183,10130332761,18.5857675,73.8625696,1013-033-2761,15
353,PMC1518019187,10130332765,18.58553,73.862466,1013-033-2765,15
354,PMC1518019190,10130332768,18.586033899999997,73.86252940000001,1013-033-2768,15
355,PMC1518019192,10130332770,18.5861219,73.86237779999999,1013-033-2770,15
356,PMC1518019194,10130332772,18.585982100000003,73.8623818,1013-033-2772,15
357,PMC1518019195,10130332773,18.585835,73.8625512,1013-033-2773,15
358,PMC1518019196,10130332774,18.586379,73.862353,1013-033-2774,15
359,PMC1518019198,10130332776,18.5865389,73.86242370000001,1013-033-2776,15
360,PMC1518019573,10130333151,18.5875332,73.8622605,1013-033-3151,15
361,PMC1518019579,10130333157,18.587481399999998,73.8621793,1013-033-3157,15
362,PMC2018008868,10130362125,18.5859521,73.8623818,1013-036-2125,20
363,PMC1518019971,10130333549,18.586109,73.862803,1013-033-3549,15
364,PMC1518019515,10130333093,18.585539800000003,73.8627905,1013-033-3093,15
365,PMC1518019633,10130333211,18.58707,73.86100400000001,1013-033-3211,15
366,PMC1518019634,10130333212,18.58707,73.86100400000001,1013-033-3212,15
367,PMC1518019636,10130333214,18.587647,73.86105,1013-033-3214,15
368,PMC1518019637,10130333215,18.587647,73.86105,1013-033-3215,15
369,PMC1519033760,10110694073,18.588073,73.863586,1011-069-4073,15
370,PMC1518019661,10130333239,18.588064000000003,73.863606,1013-033-3239,15
371,PMC1518019988,10130333566,18.588063000000002,73.86330699999999,1013-033-3566,15
372,PMC1518008718,10130299733,18.588286,73.863417,1013-029-9733,15
373,PMC1518019026,10130332604,18.588281,73.863344,1013-033-2604,15
374,PMC1518019038,10130332616,18.587115,73.860677,1013-033-2616,15
375,PMC1518019077,10130332655,18.586986,73.860618,1013-033-2655,15
376,PMC1518019080,10130332658,18.586721,73.860642,1013-033-2658,15
377,PMC1518019101,10130332679,18.58704,73.860712,1013-033-2679,15
378,PMC1518019102,10130332680,18.586853,73.860629,1013-033-2680,15
379,PMC1518019103,10130332681,18.586843,73.860729,1013-033-2681,15
380,PMC1518019104,10130332682,18.586843,73.860729,1013-033-2682,15
381,PMC1518019105,10130332683,18.586793,73.860639,1013-033-2683,15
382,PMC1518019106,10130332684,18.5870591,73.86070550000001,1013-033-2684,15
383,PMC1518019107,10130332685,18.58751,73.86070699999999,1013-033-2685,15
384,PMC1518019108,10130332686,18.58751,73.86070699999999,1013-033-2686,15
385,PMC1518019109,10130332687,18.586793,73.860639,1013-033-2687,15
386,PMC1518019110,10130332688,18.587126,73.860591,1013-033-2688,15
387,PMC1518019121,10130332699,18.586853,73.860629,1013-033-2699,15
388,PMC1518019122,10130332700,18.587106,73.86055,1013-033-2700,15
389,PMC1518019124,10130332702,18.587342,73.860559,1013-033-2702,15
390,PMC1518019125,10130332703,18.587583,73.86062199999999,1013-033-2703,15
391,PMC1518019126,10130332704,18.587075,73.86070500000001,1013-033-2704,15
392,PMC1518019127,10130332705,18.587106,73.86055,1013-033-2705,15
393,PMC1518019128,10130332706,18.587115,73.860677,1013-033-2706,15
394,PMC1518019129,10130332707,18.587581,73.860541,1013-033-2707,15
395,PMC1518019130,10130332708,18.587583,73.86062199999999,1013-033-2708,15
396,PMC1518008715,10130299730,18.5863701,73.8624298,1013-029-9730,15
397,PMC1518018944,10130332522,18.586951100000004,73.86235129999999,1013-033-2522,15
398,PMC1518018945,10130332523,18.586951100000004,73.86235129999999,1013-033-2523,15
399,PMC1518018946,10130332524,18.587194,73.862219,1013-033-2524,15
400,PMC1518018991,10130332569,18.5867563,73.862296,1013-033-2569,15
401,PMC1518018992,10130332570,18.5866908,73.86230040000001,1013-033-2570,15
402,PMC1518018995,10130332573,18.586873800000003,73.8622632,1013-033-2573,15
403,PMC1518018997,10130332575,18.5872075,73.86231509999999,1013-033-2575,15
404,PMC1518018999,10130332577,18.5867432,73.8622789,1013-033-2577,15
405,PMC1518019000,10130332578,18.586438100000002,73.8623413,1013-033-2578,15
406,PMC1518019571,10130333149,18.5871141,73.8623242,1013-033-3149,15
407,PMC1518008714,10130299729,18.5870073,73.8622672,1013-029-9729,15
408,PMC1518019580,10130333158,18.5871141,73.8623242,1013-033-3158,15
409,PMC1518019031,10130332609,18.589873,73.862971,1013-033-2609,15
410,PMC1518019033,10130332611,18.588988399999998,73.8629609,1013-033-2611,15
411,PMC1518019035,10130332613,18.58945,73.86318299999999,1013-033-2613,15
412,PMC1518019068,10130332646,18.589349,73.863004,1013-033-2646,15
413,PMC1518019070,10130332648,18.589685,73.86309399999999,1013-033-2648,15
414,PMC1518019071,10130332649,18.588148,73.862891,1013-033-2649,15
415,PMC1518019072,10130332650,18.588148,73.862891,1013-033-2650,15
416,PMC1518019076,10130332654,18.588157,73.862709,1013-033-2654,15
417,PMC1518019411,10130332989,18.588767999999998,73.862875,1013-033-2989,15
418,PMC1518019412,10130332990,18.589489999999998,73.86300899999999,1013-033-2990,15
419,PMC1518019413,10130332991,18.589625,73.86317700000001,1013-033-2991,15
420,PMC1518019414,10130332992,18.588008,73.862903,1013-033-2992,15
421,PMC1518019415,10130332993,18.588472,73.86291700000001,1013-033-2993,15
422,PMC1518019416,10130332994,18.588141,73.8635,1013-033-2994,15
423,PMC1518019417,10130332995,18.589456,73.863179,1013-033-2995,15
424,PMC1518019418,10130332996,18.589685,73.86309399999999,1013-033-2996,15
425,PMC1518019419,10130332997,18.589471,73.862995,1013-033-2997,15
426,PMC1518019472,10130333050,18.590083,73.86197,1013-033-3050,15
427,PMC1519033751,10110694064,18.590087,73.86320500000001,1011-069-4064,15
428,PMC1518019575,10130333153,18.588015,73.86296899999999,1013-033-3153,15
429,PMC2018008861,10130362118,18.588015,73.86296899999999,1013-036-2118,20
430,PMC2018008862,10130362119,18.588148,73.862891,1013-036-2119,20
431,PMC2018008863,10130362120,18.588148,73.862891,1013-036-2120,20
432,PMC2018008864,10130362121,18.588062,73.863412,1013-036-2121,20
433,PMC2018008865,10130362122,18.588062,73.863412,1013-036-2122,20
434,PMC2018008866,10130362123,18.588157,73.862709,1013-036-2123,20
435,PMC2018008957,10130362214,18.588988399999998,73.8629609,1013-036-2214,20
436,PMC2018008982,10130362239,18.588472,73.86291700000001,1013-036-2239,20
437,PMC2018008983,10130362240,18.589349,73.863004,1013-036-2240,20
438,PMC2018008984,10130362241,18.589685,73.86309399999999,1013-036-2241,20
439,PMC2018008986,10130362243,18.589685,73.86309399999999,1013-036-2243,20
440,PMC2018008987,10130362244,18.588472,73.86291700000001,1013-036-2244,20
441,PMC1518019979,10130333557,18.588033,73.86295799999999,1013-033-3557,15
442,PMC1518019980,10130333558,18.588026,73.863029,1013-033-3558,15
443,PMC1518019631,10130333209,18.587567,73.860929,1013-033-3209,15
444,PMC1518019632,10130333210,18.587567,73.860929,1013-033-3210,15
445,PMC1518019641,10130333219,18.587213000000002,73.86105,1013-033-3219,15
446,PMC1518019642,10130333220,18.586837,73.86116899999999,1013-033-3220,15
447,PMC1518019643,10130333221,18.586837,73.86116899999999,1013-033-3221,15
448,PMC1518019424,10130333002,18.591094000000002,73.864048,1013-033-3002,15
449,PMC1518019425,10130333003,18.5910295,73.86408270000001,1013-033-3003,15
450,PMC1518019429,10130333007,18.590911600000002,73.8640864,1013-033-3007,15
451,PMC1518019430,10130333008,18.590863,73.864375,1013-033-3008,15
452,PMC1518019431,10130333009,18.5911388,73.8641534,1013-033-3009,15
453,PMC1518019123,10130332701,18.587286,73.860567,1013-033-2701,15
454,PMC2018008867,10130362124,18.587419,73.86065500000001,1013-036-2124,20
455,PMC2018008869,10130362126,18.587447,73.86055,1013-036-2126,20
456,PMC2018008870,10130362127,18.587419,73.86065500000001,1013-036-2127,20
457,PMC1518018941,10130332519,18.587772199999996,73.86372390000001,1013-033-2519,15
458,PMC1518018943,10130332521,18.5862583,73.86244079999999,1013-033-2521,15
459,PMC1519033755,10110694068,18.5866914,73.86224440000001,1011-069-4068,15
460,PMC1518018948,10130332526,18.586261999999998,73.862369,1013-033-2526,15
461,PMC1518018949,10130332527,18.586316399999998,73.8623577,1013-033-2527,15
462,PMC1518018950,10130332528,18.586316399999998,73.8623577,1013-033-2528,15
463,PMC1518018981,10130332559,18.5870648,73.8623245,1013-033-2559,15
464,PMC1518018982,10130332560,18.587004399999998,73.8623386,1013-033-2560,15
465,PMC1519033739,10110694052,18.588909,73.863062,1011-069-4052,15
466,PMC1518019475,10130333053,18.589585,73.863013,1013-033-3053,15
467,PMC1518019565,10130333143,18.589764000000002,73.863349,1013-033-3143,15
468,PMC1518019574,10130333152,18.588054999999997,73.862789,1013-033-3152,15
469,PMC1518018983,10130332561,18.586998100000002,73.8623309,1013-033-2561,15
470,PMC1518018986,10130332564,18.5860444,73.8623527,1013-033-2564,15
471,PMC1518018989,10130332567,18.58621,73.86244,1013-033-2567,15
472,PMC1518018990,10130332568,18.58631,73.862352,1013-033-2568,15
473,PMC1518019075,10130332653,18.587006699999996,73.86235400000001,1013-033-2653,15
474,PMC1518019078,10130332656,18.587006699999996,73.86235400000001,1013-033-2656,15
475,PMC1518019184,10130332762,18.5856987,73.8624147,1013-033-2762,15
476,PMC1518019185,10130332763,18.586033899999997,73.86252940000001,1013-033-2763,15
477,PMC1518019186,10130332764,18.586033899999997,73.86252940000001,1013-033-2764,15
478,PMC1518019188,10130332766,18.585585199999997,73.86246259999999,1013-033-2766,15
479,PMC1518019189,10130332767,18.5857675,73.8625696,1013-033-2767,15
480,PMC1518019191,10130332769,18.58654,73.862397,1013-033-2769,15
481,PMC1518019193,10130332771,18.586676,73.862398,1013-033-2771,15
482,PMC1518019690,10130333268,18.5880789,73.8636861,1013-033-3268,15
483,PMC1518019761,10130333339,18.58977,73.863709,1013-033-3339,15
484,PMC1518018916,10130332494,18.590636,73.864073,1013-033-2494,15
485,PMC1518018917,10130332495,18.590703,73.86398,1013-033-2495,15
486,PMC1518018911,10130332489,18.590692,73.86394200000001,1013-033-2489,15
487,PMC1518018994,10130332572,18.586996799999998,73.8622401,1013-033-2572,15
488,PMC1518018996,10130332574,18.5869457,73.86238449999999,1013-033-2574,15
489,PMC1518019036,10130332614,18.585550899999998,73.8624714,1013-033-2614,15
490,PMC1518019074,10130332652,18.585769199999998,73.86254609999999,1013-033-2652,15
491,PMC1518019197,10130332775,18.586524899999997,73.862344,1013-033-2775,15
492,PMC1518019199,10130332777,18.586524899999997,73.862344,1013-033-2777,15
493,PMC1518019200,10130332778,18.586524899999997,73.862344,1013-033-2778,15
494,PMC1518019572,10130333150,18.5870639,73.86274940000001,1013-033-3150,15
495,PMC1518019577,10130333155,18.586949800000003,73.862347,1013-033-3155,15
496,PMC1518019578,10130333156,18.586949800000003,73.862347,1013-033-3156,15
497,PMC1518019645,10130333223,18.586775,73.861228,1013-033-3223,15
498,PMC1518008591,10130299606,18.587075,73.861011,1013-029-9606,15
499,PMC1518019022,10130332600,18.5882823,73.8632666,1013-033-2600,15
500,PMC2018008958,10130362215,18.588322,73.863318,1013-036-2215,20
501,PMC1518019040,10130332618,18.591524,73.86411290000001,1013-033-2618,15
502,PMC1518019069,10130332647,18.5915259,73.8641662,1013-033-2647,15
503,PMC2018008985,10130362242,18.5915259,73.8641662,1013-036-2242,20
504,PMC1518019681,10130333259,18.588015,73.863271,1013-033-3259,15
505,PMC1518019686,10130333264,18.588072,73.863411,1013-033-3264,15
506,PMC1518019750,10130333328,18.588024,73.863291,1013-033-3328,15
507,PMC1518019796,10130333374,18.588051999999998,73.863352,1013-033-3374,15
508,PMC1518019923,10130333501,18.588127,73.86236,1013-033-3501,15
509,PMC1518019924,10130333502,18.588137,73.86314899999999,1013-033-3502,15
510,PMC1518019927,10130333505,18.588127,73.86236,1013-033-3505,15
511,PMC1518019952,10130333530,18.590151000000002,73.864086,1013-033-3530,15
512,PMC1518019647,10130333225,18.586849,73.861023,1013-033-3225,15
513,PMC1518019650,10130333228,18.58682,73.86121700000001,1013-033-3228,15
514,PMC1518019752,10130333330,18.587497,73.86116899999999,1013-033-3330,15
515,PMC1518019756,10130333334,18.587497,73.86116899999999,1013-033-3334,15
516,PMC1518019757,10130333335,18.587497,73.86116899999999,1013-033-3335,15
517,PMC1518019611,10130333189,18.586606,73.862996,1013-033-3189,15
518,PMC1518019612,10130333190,18.586437,73.86296999999999,1013-033-3190,15
519,PMC1518019613,10130333191,18.586475,73.86296899999999,1013-033-3191,15
520,PMC1519033734,10110694047,18.587235800000002,73.86305809999999,1011-069-4047,15
521,PMC1518019615,10130333193,18.58709,73.863127,1013-033-3193,15
522,PMC1518019617,10130333195,18.587502999999998,73.86347099999999,1013-033-3195,15
523,PMC1518019618,10130333196,18.58709,73.863127,1013-033-3196,15
524,PMC1518019563,10130333141,18.590904000000002,73.863682,1013-033-3141,15
525,PMC1518019564,10130333142,18.590471,73.863405,1013-033-3142,15
526,PMC1518019566,10130333144,18.591597,73.863773,1013-033-3144,15
527,PMC1518008596,10130299611,18.59017,73.86379699999999,1013-029-9611,15
528,PMC1518019065,10130332643,18.5877118,73.8613103,1013-033-2643,15
529,PMC1518019141,10130332719,18.587079,73.86156899999999,1013-033-2719,15
530,PMC1518019142,10130332720,18.586873999999998,73.861426,1013-033-2720,15
531,PMC1518019143,10130332721,18.586825,73.86154499999999,1013-033-2721,15
532,PMC1518019146,10130332724,18.586671,73.86160100000001,1013-033-2724,15
533,PMC1518019147,10130332725,18.586671,73.86160100000001,1013-033-2725,15
534,PMC1518019148,10130332726,18.586671,73.8614645,1013-033-2726,15
535,PMC1518019149,10130332727,18.5875164,73.8613348,1013-033-2727,15
536,PMC1518019150,10130332728,18.587699100000002,73.861324,1013-033-2728,15
537,PMC1519032963,10110693276,18.585791,73.86156700000001,1011-069-3276,15
538,PMC1518019622,10130333200,18.58579,73.86156,1013-033-3200,15
539,PMC1518019627,10130333205,18.585791,73.86156700000001,1013-033-3205,15
540,PMC1518019482,10130333060,18.587826,73.861249,1013-033-3060,15
541,PMC1518019509,10130333087,18.586099,73.862698,1013-033-3087,15
542,PMC1518019510,10130333088,18.586102,73.862702,1013-033-3088,15
543,PMC1518019467,10130333045,18.587310000000002,73.862762,1013-033-3045,15
544,PMC1518019976,10130333554,18.586109,73.862803,1013-033-3554,15
545,PMC1518019714,10130333292,18.58944,73.86348149999999,1013-033-3292,15
546,PMC1518019715,10130333293,18.585445999999997,73.863487,1013-033-3293,15
547,PMC1518019716,10130333294,18.58944,73.86348149999999,1013-033-3294,15
548,PMC1518019717,10130333295,18.58944,73.86348149999999,1013-033-3295,15
549,PMC1518019023,10130332601,18.588344,73.863422,1013-033-2601,15
550,PMC1518019936,10130333514,18.589412,73.863946,1013-033-3514,15
551,PMC1519032962,10110693275,18.589485,73.86403299999999,1011-069-3275,15
552,PMC1518019978,10130333556,18.588310999999997,73.86331899999999,1013-033-3556,15
553,PMC1518019771,10130333349,18.586765,73.861017,1013-033-3349,15
554,PMC1518019772,10130333350,18.586948,73.861098,1013-033-3350,15
555,PMC1518019773,10130333351,18.587128,73.861081,1013-033-3351,15
556,PMC1518019774,10130333352,18.586779999999997,73.861298,1013-033-3352,15
557,PMC1518019775,10130333353,18.586779999999997,73.861298,1013-033-3353,15
558,PMC1518019779,10130333357,18.586717999999998,73.861125,1013-033-3357,15
559,PMC1518019780,10130333358,18.587093,73.861091,1013-033-3358,15
560,PMC1518019602,10130333180,18.586575,73.862003,1013-033-3180,15
561,PMC1518019603,10130333181,18.586098,73.861965,1013-033-3181,15
562,PMC1518019604,10130333182,18.586875,73.862003,1013-033-3182,15
563,PMC1518019644,10130333222,18.586599,73.861887,1013-033-3222,15
564,PMC1518019656,10130333234,18.585454000000002,73.86196600000001,1013-033-3234,15
565,PMC1518019685,10130333263,18.587378,73.861899,1013-033-3263,15
566,PMC1518019932,10130333510,18.586229,73.8620385,1013-033-3510,15
567,PMC1518019934,10130333512,18.5872539,73.8609723,1013-033-3512,15
568,PMC1518019938,10130333516,18.5872539,73.8609723,1013-033-3516,15
569,PMC1518019939,10130333517,18.5872539,73.8609723,1013-033-3517,15
570,PMC1518019925,10130333503,18.5862802,73.861953,1013-033-3503,15
571,PMC1518019940,10130333518,18.588137399999997,73.8630504,1013-033-3518,15
572,PMC1518019935,10130333513,18.5866968,73.8616208,1013-033-3513,15
573,PMC1518019945,10130333523,18.586711800000003,73.8615748,1013-033-3523,15
574,PMC1518019950,10130333528,18.586644699999997,73.8615296,1013-033-3528,15
575,PMC2018008959,10130362216,18.5866552,73.86150500000001,1013-036-2216,20
576,PMC1518019626,10130333204,18.58579,73.86156,1013-033-3204,15
577,PMC1519033737,10110694050,18.585429,73.861623,1011-069-4050,15
578,PMC1518019652,10130333230,18.585429,73.861623,1013-033-3230,15
579,PMC1518019653,10130333231,18.585493,73.86160100000001,1013-033-3231,15
580,PMC1518019654,10130333232,18.585461,73.86169699999999,1013-033-3232,15
581,PMC1518019655,10130333233,18.585691,73.861665,1013-033-3233,15
582,PMC1518019657,10130333235,18.585538,73.861685,1013-033-3235,15
583,PMC1519033735,10110694048,18.585641,73.861676,1011-069-4048,15
584,PMC1518019941,10130333519,18.586468300000003,73.86162309999999,1013-033-3519,15
585,PMC1518019946,10130333524,18.586198899999996,73.86151579999999,1013-033-3524,15
586,PMC2018008901,10130362158,18.5862777,73.861611,1013-036-2158,20
587,PMC2018008902,10130362159,18.5865128,73.8614099,1013-036-2159,20
588,PMC2018008904,10130362161,18.586468300000003,73.86162309999999,1013-036-2161,20
589,PMC2018008905,10130362162,18.586374,73.8615618,1013-036-2162,20
590,PMC2018008906,10130362163,18.5865128,73.8614099,1013-036-2163,20
591,PMC2018008907,10130362164,18.586374,73.8615618,1013-036-2164,20
592,PMC2018008966,10130362223,18.5902306,73.86375109999999,1013-036-2223,20
593,PMC1518019658,10130333236,18.585770999999998,73.86157,1013-033-3236,15
594,PMC1518019659,10130333237,18.585641,73.86160100000001,1013-033-3237,15
595,PMC1518019947,10130333525,18.5862777,73.861611,1013-033-3525,15
596,PMC2018008903,10130362160,18.586701899999998,73.861426,1013-036-2160,20
597,PMC2018008952,10130362209,18.5860447,73.8616761,1013-036-2209,20
598,PMC1518019949,10130333527,18.5878456,73.8605053,1013-033-3527,15
599,PMC1518019863,10130333441,18.586009100000002,73.86297929999999,1013-033-3441,15
600,PMC1518019448,10130333026,18.5913101,73.864372,1013-033-3026,15
601,PMC1518019862,10130333440,18.589951,73.861552,1013-033-3440,15
602,PMC1518019942,10130333520,18.5861935,73.3615064,1013-033-3520,15
603,PMC2018008967,10130362224,18.5861935,73.8615064,1013-036-2224,20
604,PMC2018008968,10130362225,18.5861935,73.8615064,1013-036-2225,20
605,PMC1518019943,10130333521,18.5875936,73.8605127,1013-033-3521,15
606,PMC2018008961,10130362218,18.587543399999998,73.8613012,1013-036-2218,20
607,PMC2018008962,10130362219,18.587543399999998,73.8613012,1013-036-2219,20
608,PMC1518019861,10130333439,18.586413699999998,73.86244959999999,1013-033-3439,15
609,PMC1519034254,10130466310,18.587778600000004,73.8622031,1013-046-6310,15
610,PMC1519034253,10130466309,18.586181399999997,73.8624828,1013-046-6309,15
611,PMC1518019868,10130333446,18.589412,73.8642416,1013-033-3446,15
612,PMC1518019867,10130333445,18.5910854,73.8639737,1013-033-3445,15
613,PMC2018008963,10130362220,18.5866921,73.8615591,1013-036-2220,20
614,PMC1518019869,10130333447,18.5890373,73.86370550000001,1013-033-3447,15
615,PMC1518019864,10130333442,18.5891704,73.8636556,1013-033-3442,15
616,PMC1518019865,10130333443,18.5891704,73.8636556,1013-033-3443,15
617,PMC1518019866,10130333444,18.590503299999998,73.8649313,1013-033-3444,15
618,PMC1518019144,10130332722,18.587111899999996,73.8626584,1013-033-2722,15
619,PMC1518019914,10130333492,18.589735,73.8632,1013-033-3492,15
620,PMC1518019998,10130333576,18.589795000000002,73.863212,1013-033-3576,15
621,PMC1518019915,10130333493,18.5898591,73.8631533,1013-033-3493,15
622,PMC1519034258,10130466314,18.5898591,73.8631533,1013-046-6314,15
623,PMC1518019919,10130333497,18.5898591,73.8631533,1013-033-3497,15
624,PMC1518019913 ,10130333491,18.5898353,73.8632529,1013-033-3491,15
625,PMC1518019999,10130333577,18.589563000000002,73.863078,1013-033-3577,15
626,PMC1518019993,10130333571,18.588387,73.863056,1013-033-3571,15
627,PMC1518019992,10130333570,18.588555,73.863043,1013-033-3570,15
628,PMC1518019996,10130333574,18.589075,73.862933,1013-033-3574,15
629,PMC1518019997,10130333575,18.589157,73.86321099999999,1013-033-3575,15
630,PMC1518019145,10130332723,18.589068,73.863372,1013-033-2723,15
631,PMC1518020000,10130333578,18.589132,73.863288,1013-033-3578,15
632,PMC1518019995,10130333573,18.589111,73.86332,1013-033-3573,15
633,PMC1518019994,10130333572,18.589146,73.863425,1013-033-3572,15
634,PMC2018008970,10130362227,18.589146,73.863425,1013-036-2227,20
635,PMC2018008964,10130362221,18.589146,73.863425,1013-036-2221,20
636,PMC1518019823,10130333401,18.591788,73.86386999999999,1013-033-3401,15
637,PMC1518019822,10130333400,18.587846,73.86101,1013-033-3400,15
638,PMC1518019991,10130333569,18.586534,73.861434,1013-033-3569,15
639,PMC1518019821,10130333399,18.585937,73.862912,1013-033-3399,15
640,PMC1518019826,10130333404,18.587022,73.862686,1013-033-3404,15
641,PMC1518019847,10130333425,18.588125,73.863158,1013-033-3425,15
642,PMC1518019986,10130333564,18.590324,73.863635,1013-033-3564,15
643,PMC2018008936,10130362193,18.589965,73.86326700000001,1013-036-2193,20
644,PMC1518018682,10130332260,18.5901569,73.863274,1013-033-2260,15
645,PMC1518018681,10130332259,18.5899576,73.8634738,1013-033-2259,15
646,PMC1518018690,10130332268,18.589576899999997,73.86297629999999,1013-033-2268,15
647,PMC1518018683,10130332261,18.5880442,73.86353220000001,1013-033-2261,15
648,PMC1518018686,10130332264,18.5880442,73.86353220000001,1013-033-2264,15
649,PMC1518018399,10130331977,18.589972,73.86341800000001,1013-033-1977,15
650,PMC1518018230,10130331808,18.587238,73.86059300000001,1013-033-1808,15
651,PMC2018008940,10130362197,18.586634,73.86146600000001,1013-036-2197,20
652,PMC1518020365,10130333943,18.586579,73.86273100000001,1013-033-3943,15
653,PMC1518018685,10130332263,18.5903104,73.8634266,1013-033-2263,15
654,PMC1518008716,10130299731,18.590587,73.863997,1013-029-9731,15
655,PMC1518008711,10130299726,18.590587,73.863997,1013-029-9726,15
656,PMC2018005735,10130358992,18.590826999999997,73.864242,1013-035-8992,20
657,PMC1518008712,10130299727,18.590826999999997,73.864242,1013-029-9727,15
658,PMC1518008713,10130299728,18.590826999999997,73.864242,1013-029-9728,15
659,PMC1518008719,10130299734,18.585944,73.86146,1013-029-9734,15
660,PMC1519028388,10110688701,18.585684699999998,73.8624476,1011-068-8701,15
661,PMC1518018920,10130332498,18.590304999999997,73.863801,1013-033-2498,15
662,PMC1518019790,10130333368,18.5903631,73.8635523,1013-033-3368,15
663,PMC1518019870,10130333448,18.5903978,73.8649913,1013-033-3448,15
664,PMC1518019953,10130333531,18.590379000000002,73.863795,1013-033-3531,15
665,PMC1519030165,10110690478,18.589887,73.863164,1011-069-0478,15
666,PMC1519031514,10110691827,18.587833899999996,73.8606213,1011-069-1827,15
667,PMC2018001392,10130326770,18.587585,73.8617827,1013-032-6770,20
668,PMC1519032264,10110692577,18.5875889,73.86179609999999,1011-069-2577,15
669,PMC1518019990,10130333568,18.586579,73.86273100000001,1013-033-3568,15
670,PMC1518018915,10130332493,18.590988600000003,73.8641306,1013-033-2493,15
671,PMC1519032981,10110693294,18.588396,73.8636468,1011-069-3294,15
672,PMC1519032983,10110693296,18.58737,73.86227,1011-069-3296,15
673,PMC1519032984,10110693297,18.587338100000004,73.8622169,1011-069-3297,15
674,PMC1519032985,10110693298,18.5909679,73.8647486,1011-069-3298,15
675,PMC1519032986,10110693299,18.587183399999997,73.8622501,1011-069-3299,15
676,PMC1519032987,10110693300,18.589238199999997,73.86390329999999,1011-069-3300,15
677,PMC1519032988,10110693301,18.589238199999997,73.86390329999999,1011-069-3301,15
678,PMC2018005068,10130358325,18.5881764,73.8636743,1013-035-8325,20
679,PMC2018005070,10130358327,18.5892118,73.8638426,1013-035-8327,20
680,PMC1519032982,10110693295,18.590530899999997,73.8640767,1011-069-3295,15
681,PMC1519032990,10110693303,18.58878043,73.86029509999999,1011-069-3303,15
682,PMC1519034111,10130466167,18.590375199999997,73.86362340000001,1013-046-6167,15
